activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300LLQD0X2OTG0Y27,41540,DE,10005,10005051702,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,2,2,2,2,2,2,25000.0,NA,7.95,3.398,2,1532.0,NA,1000.0,,,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,216,44,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,6577,20.43,93300,89.22,1696,2259,23
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001041900,C,FHA:Subordinate Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,1,2,NA,2,1,1,1,1,NA,96,>60%,2,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,65-74,35-44,Yes,No,1,1,6,,,,,1,,,,5289,17.62,85300,103.32,1760,2179,26
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001041900,C,FHA:Subordinate Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,136,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5289,17.62,85300,103.32,1760,2179,26
2023,549300LLQD0X2OTG0Y27,41540,DE,10005,10005050401,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,2,2,2,2,2,2,25000.0,NA,7.25,3.458,2,1498.6,NA,966.6,,,84,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,122,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,3606,23.32,93300,102.05,1129,1483,33
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001043100,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,4,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,40,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,2573,12.67,85300,127.01,761,1152,26
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001043100,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,95,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,2573,12.67,85300,127.01,761,1152,26
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001041200,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,2,2,2,2,2,2,25000.0,NA,9.5,4.984,2,1532.0,NA,1000.0,,,120,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,106,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4368,59.59,85300,95.53,1230,1674,37
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001040502,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,0,2,2,2,2,2,2,2,25000.0,NA,9.95,5.353,2,1532.0,NA,1000.0,,,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,180,41,2,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2645,53.27,85300,94.94,708,956,25
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001040100,C,FHA:Subordinate Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,3,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,1,2,NA,2,1,1,1,1,NA,50,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,3,,,,7315,19.26,85300,108.04,2067,2849,26
2023,549300LLQD0X2OTG0Y27,41540,DE,10005,10005051701,C,FHA:Subordinate Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,1,2,NA,2,1,1,1,1,NA,93,50%-60%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,45-54,55-64,No,No,1,1,6,,,,,3,,,,4103,18.52,93300,98.77,1217,1538,32
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001042000,C,FHA:Subordinate Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,0,2,2,2,2,2,2,2,25000.0,NA,9.95,4.893,2,1532.0,NA,1000.0,,,180,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,121,36,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3064,17.13,85300,110.11,1052,1291,28
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001043100,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,2,2,2,2,2,2,25000.0,NA,7.25,1.229,2,532.0,NA,NA,,,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,46,37,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,2573,12.67,85300,127.01,761,1152,26
2023,549300LLQD0X2OTG0Y27,48864,DE,10003,10003013400,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,2,2,2,2,2,2,25000.0,NA,6.95,3.843,2,1532.0,NA,1000.0,,,60,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,86,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,2504,20.09,105700,114.05,758,888,62
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001042802,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,2,2,2,2,2,2,25000.0,NA,7.25,1.219,2,532.0,NA,NA,,,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,167,37,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5612,30.2,85300,120.51,1620,2330,28
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001040203,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,3,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,104,50%-60%,3,3,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,1,,,,5182,47.2,85300,87.98,1516,1950,20
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001042802,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,2,2,2,2,2,15000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,68,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,1,,,,5612,30.2,85300,120.51,1620,2330,28
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001040502,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,3,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,53,>60%,2,1,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1,1,6,,,,,3,,,,2645,53.27,85300,94.94,708,956,25
2023,549300LLQD0X2OTG0Y27,48864,DE,10003,10003016404,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,2,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,84,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3334,30.26,105700,95.85,812,1107,48
2023,549300LLQD0X2OTG0Y27,48864,DE,10003,10003015100,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,2,2,2,2,2,2,25000.0,NA,11.25,6.171,2,1532.0,NA,1000.0,,,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,69,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3594,43.57,105700,64.21,1106,1330,59
2023,549300LLQD0X2OTG0Y27,20100,DE,10001,10001043000,C,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,2,2,2,2,2,15000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,41,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,5414,34.36,85300,94.38,1166,1677,29
2023,549300FGXN1K3HLB1R50,48864,DE,10003,10003014812,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,65000.0,85,11.5,4.585,2,2839.45,NA,1290,495,,240,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,101,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4559,45.34,105700,161.06,1239,1489,28
2023,549300GDBIZCOI6TMO49,41540,DE,10005,10005050403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,1,1,2,2,1,135000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,175000,1,3,3,5,1,NA,113,50%-60%,3,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,3,1,,,,,1,,,,3517,43.87,93300,89,918,1211,35
2023,549300GDBIZCOI6TMO49,48864,DE,10003,10003014814,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,2,1,31,1,2,2,2,275000.0,75.0,8.999,3.005,2,7565.23,NA,4702.75,3417.75,29.0,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,239,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4361,47.15,105700,101.51,1394,1523,24
2023,549300FGXN1K3HLB1R50,41540,DE,10005,10005051311,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,5,2,1,32,2,2,2,2,75000.0,37,8.625,2.721,2,2459.95,NA,795,,,240,NA,NA,2,2,2,2,1855000,1,1,3,5,1,NA,198,20%-<30%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,1832,5.4,93300,128.57,737,1763,17
2023,549300FGXN1K3HLB1R50,48864,DE,10003,10003016614,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,55000.0,70,9.875,3.978,2,4239.25,NA,1640,845,,240,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,59,36,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6239,44.72,105700,157.27,1834,2130,19
2023,549300FGXN1K3HLB1R50,41540,DE,10005,10005051309,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,1,3,2,1,32,1,2,2,2,105000.0,33.33,6.375,0.508,3,5735.45,NA,3525,2250,,360,NA,NA,2,2,2,2,305000,1,2,3,5,1,NA,86,30%-<36%,3,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,2,,,,,10,,,,1488,6.45,93300,121.75,612,2354,23
2023,549300FGXN1K3HLB1R50,20100,DE,10001,10001042900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,165000.0,60,6.375,0.019,2,6416.41,NA,4767.36,3492.36,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,35,38,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,5105,23.58,85300,100.77,1505,2040,29
2023,549300FGXN1K3HLB1R50,48864,DE,10003,10003000400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,295000.0,54,7.5,0.086,2,9111.95,NA,7075,5800,,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,91,40,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,1,,,,,10,,,,2957,60.74,105700,72.99,666,1181,0
2023,549300FGXN1K3HLB1R50,41540,DE,10005,10005051201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,5,2,1,32,2,2,2,2,55000.0,30,8.75,2.567,2,2791.2,NA,1001.25,206.25,,240,NA,NA,2,2,2,2,975000,1,1,3,5,1,NA,185,<20%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,1513,7.47,93300,128.91,657,2994,21
2023,549300FGXN1K3HLB1R50,41540,DE,10005,10005050708,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,1,2,2,2,75000.0,24,6.99,0.179,2,5178.2,NA,3000,2250,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,31,36,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,2774,20.37,93300,83.73,1074,1732,16
2023,549300FGXN1K3HLB1R50,20100,DE,10001,10001040201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,2,1,2,1,1,2,2,2,335000.0,96.5,7.125,0.887,2,12202.42,NA,5187.83,5187.83,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,82,50%-60%,2,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,3,,,,,10,,,,5446,39.52,85300,110.7,1182,1727,29
2023,549300FGXN1K3HLB1R50,20100,DE,10001,10001041200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,2,1,1,2,2,2,355000.0,96.5,5.5,0.573,2,14810.22,NA,3257.25,,,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,68,50%-60%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,4368,59.59,85300,95.53,1230,1674,37
2023,549300FGXN1K3HLB1R50,48864,DE,10003,10003014705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,4,1,2,2,2,105000.0,25,7.99,0.863,2,4039.45,NA,2500,1500,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,52,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5891,44.63,105700,95.83,1229,1783,48
2023,549300FGXN1K3HLB1R50,48864,DE,10003,10003013607,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,5,2,1,32,2,2,2,2,45000.0,72,10.3,4.102,2,2626.7,NA,1076.25,281.25,,240,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,102,44,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,6255,33.96,105700,103.93,1743,1812,39
2023,549300FGXN1K3HLB1R50,20100,DE,10001,10001042203,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,32,1,2,2,2,415000.0,100,6.125,-1.105,2,16519.43,NA,14268,10168,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,73,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5705,43.03,85300,99.94,1127,1840,19
2023,549300J0CKZA0PR2DX58,41540,DE,10005,10005051309,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,1111,1111,1111,605000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,2,1111,1111,1,Exempt,NA,Exempt,1111,1111,4,,,,,2,,,,,3,2,7,,,,,5,,,,,3,2,4,2,3,2,8888,45-54,NA,No,1111,1111,1111,,,,,10,,,,1488,6.45,93300,121.75,612,2354,23
2023,549300J0CKZA0PR2DX58,41540,DE,10005,10005051314,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,1,1,1111,1111,1111,555000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,2,Exempt,293,Exempt,1111,1111,1,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,65-74,55-64,Yes,No,1111,1111,1111,,,,,10,,,,2525,8.51,93300,142.3,1166,2762,17
2023,549300E3X7YDJIUENL65,20100,DE,10001,10001040203,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,8.5,NA,2,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,45000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5182,47.2,85300,87.98,1516,1950,20
2023,549300E3X7YDJIUENL65,20100,DE,10001,10001041803,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,35000.0,NA,8.0,NA,2,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,3,3,6,,,,,10,,,,4384,45.8,85300,70.55,1432,1909,21
2023,549300E3X7YDJIUENL65,20100,DE,10001,10001042208,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,75000.0,NA,8.5,NA,2,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,85000,2,1,2,3,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4016,37.33,85300,122.37,1379,1706,21
2023,549300I0ICF6REKHOC74,41540,DE,10005,10005051302,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,6,2,2,1,1,2,2,2,285000.0,86.909,7.25,1.971,2,14565.49,NA,6751.02,5256.02,42.0,360,NA,NA,2,2,2,2,315000,2,1,1,1,1,NA,60,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,4907,13.1,93300,110.73,1782,3238,11
2023,549300I0ICF6REKHOC74,20100,DE,10001,10001041200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,1,72,2,2,1,1,2,2,2,355000.0,95.0,6.49,0.752,2,13245.89,NA,10201.25,7125.0,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,104,30%-<36%,3,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,4368,59.59,85300,95.53,1230,1674,37
2023,549300I0ICF6REKHOC74,41540,DE,10005,10005051313,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,305000.0,75.0,7.625,0.647,2,6722.54,NA,3370.0,11775.0,153.73,360,NA,NA,2,2,2,2,405000,1,2,3,5,1,NA,198,48,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,2,,,,,10,,,,3144,10.88,93300,102.33,1097,2122,19
2023,549300I0ICF6REKHOC74,41540,DE,10005,10005051307,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,32,1,2,2,2,105000.0,30.675,7.625,0.933,2,8290.05,NA,3502.81,1907.81,3.18,360,NA,NA,2,2,2,2,325000,2,1,1,1,1,NA,51,42,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,1,,,,,10,,,,2975,7.93,93300,100.46,1138,2533,15
2023,549300I0ICF6REKHOC74,41540,DE,10005,10005051302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,1,1,1,1,2,2,2,345000.0,75.0,7.625,1.429,2,8613.56,NA,5954.38,4359.38,,360,NA,NA,2,2,2,2,465000,1,2,3,5,1,NA,319,20%-<30%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,4907,13.1,93300,110.73,1782,3238,11
2023,549300I0ICF6REKHOC74,41540,DE,10005,10005051101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,655000.0,55.115,6.25,-0.196,2,3335.2,NA,0.0,,3577.19,360,NA,NA,2,2,2,2,1185000,1,2,3,5,1,NA,NA,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,629,7.63,93300,274.6,437,1447,47
2023,549300I0ICF6REKHOC74,41540,DE,10005,10005051102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,535000.0,72.789,7.375,0.54,2,18650.64,NA,14970.0,13375.0,17.0,360,NA,NA,2,2,2,2,735000,1,2,3,5,1,NA,216,41,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,2,,,,,10,,,,1029,5.93,93300,68.48,827,2369,40
2023,549300I0ICF6REKHOC74,41540,DE,10005,10005050904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,605000.0,75.0,7.5,1.066,2,15054.5,NA,11795.0,10500.0,,360,NA,NA,2,2,2,2,805000,1,2,3,5,1,NA,397,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,2592,14.62,93300,144.43,689,1300,24
